system:index,NO2_Density,date,.geo
20181217T072330_20181217T080839,5.790230168941939E-5,2018-12-17T07:23:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181218T070330_20181218T074946,,2018-12-18T07:03:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181218T084330_20181218T093101,5.0017482048534904E-5,2018-12-18T08:43:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181218T084830_20181218T093249,,2018-12-18T08:48:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181219T082330_20181219T091028,6.430274852485242E-5,2018-12-19T08:23:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181219T082830_20181219T091321,,2018-12-19T08:28:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181220T080830_20181220T085147,6.595029660891986E-5,2018-12-20T08:08:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181221T074830_20181221T083459,1.0641932994437824E-4,2018-12-21T07:48:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181222T072850_20181222T081408,8.710834146534423E-5,2018-12-22T07:28:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T070850_20181223T075620,6.0482669770950515E-5,2018-12-23T07:08:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T084850_20181223T093714,7.645141786322489E-5,2018-12-23T08:48:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223T085350_20181223T093839,,2018-12-23T08:53:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181224T065350_20181224T073906,,2018-12-24T06:53:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181224T083350_20181224T091921,8.792183397261613E-5,2018-12-24T08:33:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181225T081350_20181225T090219,9.80688101499231E-5,2018-12-25T08:13:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181226T075350_20181226T084252,9.045565311331309E-5,2018-12-26T07:53:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181227T073350_20181227T082215,8.112359926164535E-5,2018-12-27T07:33:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181228T071350_20181228T080251,,2018-12-28T07:13:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181228T071850_20181228T080415,1.0169675036922533E-4,2018-12-28T07:18:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181229T065850_20181229T074309,,2018-12-29T06:58:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181229T083850_20181229T092515,1.1749264239719874E-4,2018-12-29T08:38:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181230T081850_20181230T090634,1.0455051054393133E-4,2018-12-30T08:18:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181231T075850_20181231T084612,1.1846162611860538E-4,2018-12-31T07:58:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181231T080350_20181231T084816,,2018-12-31T08:03:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101T073850_20190101T083004,,2019-01-01T07:38:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101T074350_20190101T083049,1.0066788888128782E-4,2019-01-01T07:43:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190102T072350_20190102T081048,1.0352063419855837E-4,2019-01-02T07:23:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190103T070350_20190103T075138,,2019-01-03T07:03:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190103T084350_20190103T093310,1.0742288779542386E-4,2019-01-03T08:43:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190104T082350_20190104T091110,9.4894047630053E-5,2019-01-04T08:23:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190104T082850_20190104T091247,,2019-01-04T08:28:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190105T080350_20190105T085201,,2019-01-05T08:03:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190105T080850_20190105T085411,9.4143354871056E-5,2019-01-05T08:08:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190106T074850_20190106T083507,8.418262284327484E-5,2019-01-06T07:48:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107T072850_20190107T081702,8.868961898827625E-5,2019-01-07T07:28:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108T070850_20190108T075458,7.432951663820811E-5,2019-01-08T07:08:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108T084850_20190108T093552,9.821116658329383E-5,2019-01-08T08:48:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108T085350_20190108T093703,,2019-01-08T08:53:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190109T065350_20190109T073811,,2019-01-09T06:53:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190109T083350_20190109T091751,1.2940332534595655E-4,2019-01-09T08:33:45,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190110T081350_20190110T085939,1.1248364997779453E-4,2019-01-10T08:13:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190111T075350_20190111T084125,9.512556574139821E-5,2019-01-11T07:53:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190112T073503_20190112T082704,8.446949238756232E-5,2019-01-12T07:34:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190113T071503_20190113T080144,7.567316328987613E-5,2019-01-13T07:14:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190113T085503_20190113T094539,,2019-01-13T08:54:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190114T084003_20190114T092505,7.660737034341253E-5,2019-01-14T08:39:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190115T082003_20190115T090557,7.733827994918234E-5,2019-01-15T08:19:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190116T080003_20190116T084811,8.532788099984779E-5,2019-01-16T07:59:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190117T074003_20190117T082653,1.052165274381124E-4,2019-01-17T07:39:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190117T074503_20190117T082726,,2019-01-17T07:44:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118T072003_20190118T080717,,2019-01-18T07:19:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118T072503_20190118T080401,9.009303483499954E-5,2019-01-18T07:24:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119T070503_20190119T075018,,2019-01-19T07:04:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119T084503_20190119T093118,9.116051274917233E-5,2019-01-19T08:44:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190120T082503_20190120T091315,9.026770249353368E-5,2019-01-20T08:24:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121T080503_20190121T085024,8.912786924866375E-5,2019-01-21T08:04:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121T081003_20190121T085246,,2019-01-21T08:09:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122T074503_20190122T083450,,2019-01-22T07:44:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122T075003_20190122T083509,8.602327499762707E-5,2019-01-22T07:49:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190123T073003_20190123T081609,9.056797813597214E-5,2019-01-23T07:29:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190124T085003_20190124T093834,8.445602301350494E-5,2019-01-24T08:49:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125T083003_20190125T091524,6.495909568920017E-5,2019-01-25T08:29:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125T083503_20190125T091723,,2019-01-25T08:34:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126T081003_20190126T085757,,2019-01-26T08:09:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126T081503_20190126T085937,7.260009983563496E-5,2019-01-26T08:14:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127T075503_20190127T084200,1.1705896808065651E-4,2019-01-27T07:54:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128T073503_20190128T082202,5.254733675609365E-5,2019-01-28T07:34:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129T071503_20190129T080208,8.812744753461285E-5,2019-01-29T07:14:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129T085503_20190129T094119,,2019-01-29T08:54:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130T070003_20190130T074426,,2019-01-30T06:59:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130T084003_20190130T092527,1.3989718584586088E-4,2019-01-30T08:39:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131T082003_20190131T090901,8.391974042199183E-5,2019-01-31T08:19:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201T080003_20190201T084837,9.36566901052319E-5,2019-02-01T07:59:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202T074003_20190202T082552,8.231278833265855E-5,2019-02-02T07:39:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202T074503_20190202T082636,,2019-02-02T07:44:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203T072003_20190203T080446,,2019-02-03T07:19:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203T072503_20190203T080823,6.936714720037965E-5,2019-02-03T07:24:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204T070503_20190204T074918,,2019-02-04T07:04:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204T084503_20190204T092940,7.167165699246576E-5,2019-02-04T08:44:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190205T082503_20190205T091111,8.452744257310196E-5,2019-02-05T08:24:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206T080503_20190206T084954,9.878728387041374E-5,2019-02-06T08:04:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206T081003_20190206T085137,,2019-02-06T08:09:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207T074503_20190207T083321,,2019-02-07T07:44:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207T075003_20190207T083439,8.128395320512253E-5,2019-02-07T07:49:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190208T073003_20190208T081428,1.0782374196293452E-4,2019-02-08T07:29:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209T071003_20190209T075702,6.309592112370837E-5,2019-02-09T07:09:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209T085003_20190209T093339,9.26480969281694E-5,2019-02-09T08:49:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210T083003_20190210T091341,9.984024471260918E-5,2019-02-10T08:29:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210T083503_20190210T091543,,2019-02-10T08:34:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211T081131_20190211T085802,7.108048463260747E-5,2019-02-11T08:11:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211T081631_20190211T085910,,2019-02-11T08:16:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212T075131_20190212T083701,7.621592710917195E-5,2019-02-12T07:51:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212T075631_20190212T083826,8.050047027070009E-5,2019-02-12T07:56:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190213T073631_20190213T081921,7.25074321787891E-5,2019-02-13T07:36:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214T071631_20190214T080203,7.985817220350415E-5,2019-02-14T07:16:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214T085631_20190214T094038,,2019-02-14T08:56:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215T083631_20190215T092301,7.74275964960422E-5,2019-02-15T08:36:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215T084131_20190215T092454,,2019-02-15T08:41:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216T081631_20190216T090112,1.0934251571108252E-4,2019-02-16T08:16:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216T082131_20190216T090338,1.0934589044086092E-4,2019-02-16T08:21:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190217T080131_20190217T084443,1.0891081474429945E-4,2019-02-17T08:01:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190218T074131_20190218T082845,9.93221024705354E-5,2019-02-18T07:41:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219T072131_20190219T080845,8.321237909630955E-5,2019-02-19T07:21:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219T090131_20190219T094919,,2019-02-19T09:01:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220T070631_20190220T074738,,2019-02-20T07:06:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220T084131_20190220T093022,,2019-02-20T08:41:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220T084631_20190220T093206,7.66203018082353E-5,2019-02-20T08:46:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221T082631_20190221T091017,8.042556334847311E-5,2019-02-21T08:26:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190222T080631_20190222T085129,9.561878439226122E-5,2019-02-22T08:06:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190223T074631_20190223T083221,1.1123912872534982E-4,2019-02-23T07:46:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224T072631_20190224T081223,9.622512561957233E-5,2019-02-24T07:26:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224T073131_20190224T081344,9.956004118386898E-5,2019-02-24T07:31:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225T071131_20190225T075525,1.1366647161887925E-4,2019-02-25T07:11:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225T085131_20190225T093632,1.0435721353817197E-4,2019-02-25T08:51:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226T083131_20190226T091624,1.1973289538616743E-4,2019-02-26T08:31:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190227T081417_20190227T085836,1.1301431806334386E-4,2019-02-27T08:14:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190228T075417_20190228T084014,1.1008715410435908E-4,2019-02-28T07:54:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190301T073417_20190301T082022,9.134009785829282E-5,2019-03-01T07:34:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302T071417_20190302T075958,6.826240320474691E-5,2019-03-02T07:14:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302T071917_20190302T080119,6.893664580433474E-5,2019-03-02T07:19:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302T085417_20190302T093833,,2019-03-02T08:54:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303T065917_20190303T074157,,2019-03-03T06:59:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303T083917_20190303T092106,8.504673677422813E-5,2019-03-03T08:39:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190304T081917_20190304T090518,9.818816460654187E-5,2019-03-04T08:19:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190305T075917_20190305T084552,1.0146853785011255E-4,2019-03-05T07:59:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306T073917_20190306T082416,1.0998101277005448E-4,2019-03-06T07:39:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306T074417_20190306T082650,,2019-03-06T07:44:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307T071917_20190307T080433,,2019-03-07T07:19:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307T072417_20190307T080644,1.1908721926137943E-4,2019-03-07T07:24:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308T070417_20190308T074642,,2019-03-08T07:04:12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308T084417_20190308T092829,9.321291343783675E-5,2019-03-08T08:44:11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309T082331_20190309T085942,9.853294189774204E-5,2019-03-09T08:23:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309T082831_20190309T090046,,2019-03-09T08:28:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310T080331_20190310T085050,,2019-03-10T08:03:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310T080831_20190310T085116,9.740357641704282E-5,2019-03-10T08:08:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190311T074831_20190311T083242,9.463411049425829E-5,2019-03-11T07:48:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190312T072831_20190312T080804,9.793108746268379E-5,2019-03-12T07:28:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313T070831_20190313T074738,8.270813550515164E-5,2019-03-13T07:08:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313T084831_20190313T092646,8.918948459774282E-5,2019-03-13T08:48:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313T085331_20190313T092933,,2019-03-13T08:53:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314T065331_20190314T073605,,2019-03-14T06:53:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314T083331_20190314T090905,9.491093912201802E-5,2019-03-14T08:33:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190315T081331_20190315T085241,1.080787208151736E-4,2019-03-15T08:13:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190316T075331_20190316T083149,1.0852342194919843E-4,2019-03-16T07:53:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317T073331_20190317T081159,8.911064689748235E-5,2019-03-17T07:33:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317T073831_20190317T081245,,2019-03-17T07:38:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318T071331_20190318T075203,,2019-03-18T07:13:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318T071831_20190318T075419,1.133427829544608E-4,2019-03-18T07:18:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319T065831_20190319T073449,,2019-03-19T06:58:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319T083831_20190319T091545,1.1003700649620519E-4,2019-03-19T08:38:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190320T081831_20190320T085645,9.199073723243671E-5,2019-03-20T08:18:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321T075831_20190321T083626,9.208997372995344E-5,2019-03-21T07:58:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321T080331_20190321T083721,,2019-03-21T08:03:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322T073831_20190322T081706,,2019-03-22T07:38:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322T074331_20190322T081925,1.1051852346893966E-4,2019-03-22T07:43:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323T072331_20190323T075941,1.0175633520086295E-4,2019-03-23T07:23:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324T070331_20190324T074210,,2019-03-24T07:03:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324T084331_20190324T092104,9.269548104324321E-5,2019-03-24T08:43:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325T082331_20190325T090110,9.667294610278612E-5,2019-03-25T08:23:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325T082831_20190325T090154,,2019-03-25T08:28:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326T080331_20190326T084331,,2019-03-26T08:03:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326T080831_20190326T084427,1.1450888070105556E-4,2019-03-26T08:08:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329T070832_20190329T074702,7.790170321711686E-5,2019-03-29T07:08:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329T084832_20190329T092543,1.0405632331973488E-4,2019-03-29T08:48:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329T085332_20190329T092638,,2019-03-29T08:53:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330T065332_20190330T072858,,2019-03-30T06:53:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330T083332_20190330T090902,1.0967338814447482E-4,2019-03-30T08:33:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190331T081332_20190331T084956,1.1388465832738438E-4,2019-03-31T08:13:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190401T075332_20190401T083022,1.329958746414233E-4,2019-04-01T07:53:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190402T073332_20190402T081035,1.0826040196675775E-4,2019-04-02T07:33:26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403T071403_20190403T081532,8.894803299042127E-5,2019-04-03T07:13:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403T071903_20190403T081925,8.899042278944366E-5,2019-04-03T07:18:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190403T085403_20190403T093135,,2019-04-03T08:53:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190404T083630_20190404T091331,9.635677921390583E-5,2019-04-04T08:36:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190404T084130_20190404T091542,,2019-04-04T08:41:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190405T081630_20190405T085432,1.1473742053305029E-4,2019-04-05T08:16:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190405T082130_20190405T085540,,2019-04-05T08:21:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190406T080130_20190406T083706,1.1216139873079785E-4,2019-04-06T08:01:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190407T074130_20190407T081752,1.066818822125364E-4,2019-04-07T07:41:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190408T072130_20190408T080057,1.0700872438644157E-4,2019-04-08T07:21:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190408T090130_20190408T094102,,2019-04-08T09:01:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190409T070630_20190409T074113,,2019-04-09T07:06:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190409T084130_20190409T092042,1.3303077427425362E-4,2019-04-09T08:41:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190409T084630_20190409T092301,1.3367975674211815E-4,2019-04-09T08:46:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190410T082630_20190410T090503,1.1293409260262082E-4,2019-04-10T08:26:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190411T080630_20190411T084150,9.578322589329506E-5,2019-04-11T08:06:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190412T074630_20190412T082424,1.067320548642482E-4,2019-04-12T07:46:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190413T072630_20190413T080447,1.1819477262411115E-4,2019-04-13T07:26:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190413T073130_20190413T080536,1.1204741789549499E-4,2019-04-13T07:31:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190414T071130_20190414T074721,8.863684903503405E-5,2019-04-14T07:11:24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190414T085130_20190414T092844,1.0114452116429315E-4,2019-04-14T08:51:25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190415T083059_20190415T090845,1.0952413386352656E-4,2019-04-15T08:30:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190416T081135_20190416T084959,1.1824472363716144E-4,2019-04-16T08:11:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T075135_20190417T083132,1.112379941474047E-4,2019-04-17T07:51:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190417T075635_20190417T083219,,2019-04-17T07:56:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190418T073135_20190418T081210,,2019-04-18T07:31:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190418T073635_20190418T081346,1.1497226750314691E-4,2019-04-18T07:36:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190419T071635_20190419T075402,1.0236290987005519E-4,2019-04-19T07:16:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190419T085635_20190419T093329,,2019-04-19T08:56:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190420T083635_20190420T091249,1.0063366178146464E-4,2019-04-20T08:36:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190420T084135_20190420T091611,,2019-04-20T08:41:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190421T081635_20190421T085703,1.0227881103422453E-4,2019-04-21T08:16:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190421T082135_20190421T085746,,2019-04-21T08:21:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190422T080135_20190422T083901,9.669568875967967E-5,2019-04-22T08:01:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190423T074135_20190423T081704,1.2163375847129045E-4,2019-04-23T07:41:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190424T072135_20190424T080139,1.0848462715377149E-4,2019-04-24T07:21:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190424T090135_20190424T094105,,2019-04-24T09:01:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425T070635_20190425T074225,,2019-04-25T07:06:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425T084135_20190425T092054,1.0675707818140849E-4,2019-04-25T08:41:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425T084635_20190425T092127,,2019-04-25T08:46:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190426T082635_20190426T090136,1.1444160829150333E-4,2019-04-26T08:26:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190427T080635_20190427T084320,1.1914009697685389E-4,2019-04-27T08:06:29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190428T074635_20190428T082534,9.277743894743321E-5,2019-04-28T07:46:30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190429T072819_20190429T080853,1.0580949282205297E-4,2019-04-29T07:28:13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430T070819_20190430T074553,1.0102056519063497E-4,2019-04-30T07:08:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430T084819_20190430T092702,8.22628108757456E-5,2019-04-30T08:48:13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430T085319_20190430T092700,,2019-04-30T08:53:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501T065319_20190501T073005,,2019-05-01T06:53:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501T083319_20190501T090952,1.027190812505924E-4,2019-05-01T08:33:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502T081319_20190502T084840,8.960663608653167E-5,2019-05-02T08:13:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503T075319_20190503T083120,9.684680499260101E-5,2019-05-03T07:53:13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504T073319_20190504T081554,8.8542428470122E-5,2019-05-04T07:33:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505T071319_20190505T075513,,2019-05-05T07:13:13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505T071819_20190505T075624,8.572184097457973E-5,2019-05-05T07:18:13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506T065819_20190506T073454,,2019-05-06T06:58:14,"{""type"":""MultiPoint"",""coordinates"":[]}"
